date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_of_week,hour_of_day,is_weekend
2024-01-16,16H 28M 0S,Tuesday,KIPLING STATION,PUSI,0,0,W,BD,5053,Tuesday,16,FALSE
2024-01-16,16H 28M 0S,Tuesday,KIPLING STATION,MUSAN,3,6,W,BD,5312,Tuesday,16,FALSE
2024-01-16,16H 29M 0S,Tuesday,MUSEUM STATION,MUATC,8,11,N,YU,5576,Tuesday,16,FALSE
2024-01-16,17H 38M 0S,Tuesday,BLOOR STATION,MUPAA,0,0,N,YU,5616,Tuesday,17,FALSE
2024-01-16,17H 42M 0S,Tuesday,YORK MILLS STATION,PUMEL,0,0,NA,YU,0,Tuesday,17,FALSE
2024-01-16,18H 7M 0S,Tuesday,SHEPPARD STATION,PUMST,0,0,NA,YU,0,Tuesday,18,FALSE
2024-01-16,18H 11M 0S,Tuesday,SHERBOURNE STATION,SUAP,0,0,NA,BD,0,Tuesday,18,FALSE
2024-01-16,18H 19M 0S,Tuesday,CHESTER STATION,SUDP,0,0,NA,BD,0,Tuesday,18,FALSE
2024-01-16,18H 21M 0S,Tuesday,ST CLAIR STATION,SUO,15,18,N,YU,5516,Tuesday,18,FALSE
2024-01-16,18H 42M 0S,Tuesday,DUNDAS STATION W/S,SUAP,0,0,S,YU,6015,Tuesday,18,FALSE
2024-01-16,18H 55M 0S,Tuesday,KIPLING STATION,SUPOL,5,8,E,BD,5325,Tuesday,18,FALSE
2024-01-16,19H 28M 0S,Tuesday,KENNEDY BD STATION,MUSAN,5,10,W,BD,5315,Tuesday,19,FALSE
2024-01-16,19H 49M 0S,Tuesday,SPADINA YUS STATION,SUO,3,6,N,YU,5921,Tuesday,19,FALSE
2024-01-16,20H 31M 0S,Tuesday,DUFFERIN STATION,MUO,0,0,NA,BD,0,Tuesday,20,FALSE
2024-01-16,20H 44M 0S,Tuesday,SHEPPARD STATION,SUO,0,0,N,YU,6011,Tuesday,20,FALSE
2024-01-16,20H 55M 0S,Tuesday,WOODBINE STATION,SUDP,0,0,E,BD,0,Tuesday,20,FALSE
2024-01-16,20H 59M 0S,Tuesday,YONGE BD STATION,SUO,0,0,E,BD,5040,Tuesday,20,FALSE
2024-01-16,21H 8M 0S,Tuesday,CHRISTIE STATION,MUPAA,0,0,W,BD,5075,Tuesday,21,FALSE
2024-01-16,21H 14M 0S,Tuesday,BLOOR STATION,SUDP,0,0,NA,YU,0,Tuesday,21,FALSE
2024-01-16,21H 19M 0S,Tuesday,YONGE BD STATION,PUMEL,0,0,NA,BD,0,Tuesday,21,FALSE
2024-01-16,21H 28M 0S,Tuesday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Tuesday,21,FALSE
2024-01-16,21H 33M 0S,Tuesday,BLOOR STATION,SUAP,0,0,N,YU,6076,Tuesday,21,FALSE
2024-01-16,21H 36M 0S,Tuesday,YONGE BD STATION,SUO,6,12,W,BD,5174,Tuesday,21,FALSE
2024-01-16,21H 59M 0S,Tuesday,OLD MILL STATION,PUMEL,0,0,NA,BD,0,Tuesday,21,FALSE
2024-01-16,22H 0M 0S,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Tuesday,22,FALSE
2024-01-16,22H 8M 0S,Tuesday,DUNDAS STATION,SUDP,0,0,NA,YU,0,Tuesday,22,FALSE
2024-01-16,22H 41M 0S,Tuesday,CHESTER STATION,SUO,0,0,NA,BD,0,Tuesday,22,FALSE
2024-01-16,23H 0M 0S,Tuesday,EGLINTON STATION TO YO,MUO,0,0,NA,YU,0,Tuesday,23,FALSE
2024-01-16,23H 3M 0S,Tuesday,KENNEDY BD STATION,MUI,0,0,W,BD,5174,Tuesday,23,FALSE
2024-01-16,23H 20M 0S,Tuesday,DAVISVILLE TO EGLINTON,PUTO,13,20,NA,YU,0,Tuesday,23,FALSE
2024-01-16,23H 32M 0S,Tuesday,SHEPPARD WEST STATION,MUPAA,0,0,S,YU,6076,Tuesday,23,FALSE
2024-01-16,23H 34M 0S,Tuesday,ROSEDALE STATION,PUTO,5,10,N,YU,0,Tuesday,23,FALSE
2024-01-16,23H 49M 0S,Tuesday,UNION STATION,MUIS,0,0,N,YU,0,Tuesday,23,FALSE
2024-01-16,23H 50M 0S,Tuesday,DAVISVILLE STATION,PUTO,7,13,N,YU,0,Tuesday,23,FALSE
2024-01-16,20M 0S,Tuesday,FINCH STATION,SUO,0,0,NA,YU,0,Tuesday,0,FALSE
2024-01-16,1H 31M 0S,Tuesday,VAUGHAN MC STATION,MUIS,0,0,NA,YU,0,Tuesday,1,FALSE
2024-01-16,1H 54M 0S,Tuesday,EGLINTON WEST STATION,MUIS,0,0,N,YU,0,Tuesday,1,FALSE
2024-01-16,5H 33M 0S,Tuesday,DON MILLS STATION,TUO,7,0,W,SHP,6166,Tuesday,5,FALSE
2024-01-16,5H 58M 0S,Tuesday,BESSARION STATION,TUO,7,0,E,SHP,5156,Tuesday,5,FALSE
2024-01-16,6H 0M 0S,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,NA,SHP,0,Tuesday,6,FALSE
2024-01-16,13H 46M 0S,Tuesday,DON MILLS STATION,PUOPO,9,16,W,SHP,6161,Tuesday,13,FALSE
2024-01-16,14H 1M 0S,Tuesday,DON MILLS STATION,PUOPO,10,17,W,SHP,6146,Tuesday,14,FALSE
2024-01-16,19H 1M 0S,Tuesday,LESLIE STATION,MUIRS,0,0,NA,SHP,0,Tuesday,19,FALSE
2024-01-16,20H 39M 0S,Tuesday,BAYVIEW STATION,SUDP,0,0,E,SHP,6156,Tuesday,20,FALSE
2024-01-16,20H 42M 0S,Tuesday,BESSARION STATION,PUOPO,0,0,E,SHP,6156,Tuesday,20,FALSE
2024-01-16,20H 47M 0S,Tuesday,SHEPPARD-YONGE STATION,SUDP,19,26,W,SHP,6166,Tuesday,20,FALSE
2024-01-16,22H 13M 0S,Tuesday,LESLIE STATION,PUMEL,0,0,NA,SHP,0,Tuesday,22,FALSE
2024-01-16,40M 0S,Tuesday,DON MILLS STATION,MUIS,0,0,NA,SHP,0,Tuesday,0,FALSE
2024-01-17,2H 34M 0S,Wednesday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Wednesday,2,FALSE
2024-01-17,2H 50M 0S,Wednesday,SHEPPARD WEST STATION,MUIE,0,0,NA,YU,0,Wednesday,2,FALSE
2024-01-17,2H 50M 0S,Wednesday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Wednesday,2,FALSE
2024-01-17,4H 8M 0S,Wednesday,BLOOR STATION,SUUT,0,0,S,YU,0,Wednesday,4,FALSE
2024-01-17,5H 40M 0S,Wednesday,KENNEDY BD STATION,PUTWZ,16,21,W,BD,5039,Wednesday,5,FALSE
2024-01-17,5H 43M 0S,Wednesday,COLLEGE STATION,SUDP,4,0,N,YU,5491,Wednesday,5,FALSE
2024-01-17,6H 25M 0S,Wednesday,KENNEDY BD STATION,EUNT,3,5,W,BD,5108,Wednesday,6,FALSE
2024-01-17,6H 30M 0S,Wednesday,BLOOR STATION,SUDP,0,0,N,YU,6051,Wednesday,6,FALSE
2024-01-17,6H 33M 0S,Wednesday,SHEPPARD WEST STATION,EUME,6,12,NA,YU,6081,Wednesday,6,FALSE
2024-01-17,6H 42M 0S,Wednesday,FINCH STATION,EUATC,4,7,S,YU,5661,Wednesday,6,FALSE
2024-01-17,7H 1M 0S,Wednesday,GREENWOOD YARD,PUSIS,3,6,E,BD,5163,Wednesday,7,FALSE
2024-01-17,7H 2M 0S,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5481,Wednesday,7,FALSE
2024-01-17,7H 5M 0S,Wednesday,DUPONT STATION,MUO,0,0,S,YU,5776,Wednesday,7,FALSE
2024-01-17,7H 5M 0S,Wednesday,HIGH PARK STATION,SUDP,0,0,E,BD,5319,Wednesday,7,FALSE
2024-01-17,7H 10M 0S,Wednesday,ST GEORGE YUS STATION,MUATC,10,13,S,YU,5676,Wednesday,7,FALSE
2024-01-17,7H 11M 0S,Wednesday,HIGH PARK STATION,SUDP,0,0,E,BD,5135,Wednesday,7,FALSE
2024-01-17,7H 50M 0S,Wednesday,ST GEORGE BD STATION,SUDP,3,5,E,BD,5094,Wednesday,7,FALSE
2024-01-17,7H 53M 0S,Wednesday,NORTH YORK CTR STATION,SUDP,6,9,S,YU,6111,Wednesday,7,FALSE
2024-01-17,8H 11M 0S,Wednesday,EGLINTON WEST STATION,PUOPO,3,6,N,YU,5716,Wednesday,8,FALSE
2024-01-17,8H 16M 0S,Wednesday,BROADVIEW STATION,MUDD,7,9,W,BD,5091,Wednesday,8,FALSE
2024-01-17,8H 22M 0S,Wednesday,YORK MILLS STATION,PUOPO,4,7,N,YU,5841,Wednesday,8,FALSE
2024-01-17,8H 22M 0S,Wednesday,BLOOR STATION,MUPAA,0,0,N,YU,5386,Wednesday,8,FALSE
2024-01-17,8H 24M 0S,Wednesday,BROADVIEW STATION,TUMVS,6,8,W,BD,5053,Wednesday,8,FALSE
2024-01-17,8H 53M 0S,Wednesday,MAIN STREET STATION,EUVA,3,5,W,BD,5353,Wednesday,8,FALSE
2024-01-17,9H 17M 0S,Wednesday,ST GEORGE YUS STATION,MUIS,0,0,N,YU,0,Wednesday,9,FALSE
2024-01-17,9H 25M 0S,Wednesday,FINCH WEST STATION,PUOPO,4,7,N,YU,5701,Wednesday,9,FALSE
2024-01-17,9H 26M 0S,Wednesday,KENNEDY BD STATION,MUPAA,0,0,E,BD,5054,Wednesday,9,FALSE
2024-01-17,9H 39M 0S,Wednesday,NORTH YORK CTR STATION,MUPAA,0,0,N,YU,6015,Wednesday,9,FALSE
2024-01-17,9H 43M 0S,Wednesday,KEELE STATION,SUDP,4,6,W,BD,5091,Wednesday,9,FALSE
2024-01-17,10H 6M 0S,Wednesday,KIPLING STATION,PUSI,0,0,W,BD,5219,Wednesday,10,FALSE
2024-01-17,10H 31M 0S,Wednesday,EGLINTON WEST STATION,PUOPO,0,0,N,YU,5741,Wednesday,10,FALSE
2024-01-17,10H 47M 0S,Wednesday,SHERBOURNE STATION,PUMEL,0,0,NA,BD,0,Wednesday,10,FALSE
2024-01-17,11H 1M 0S,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5163,Wednesday,11,FALSE
2024-01-17,11H 8M 0S,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5042,Wednesday,11,FALSE
2024-01-17,11H 15M 0S,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5112,Wednesday,11,FALSE
2024-01-17,11H 21M 0S,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5195,Wednesday,11,FALSE
2024-01-17,11H 52M 0S,Wednesday,MAIN STREET STATION,SUUT,4,8,W,BD,5347,Wednesday,11,FALSE
2024-01-17,11H 59M 0S,Wednesday,COXWELL STATION,MUIS,0,0,NA,BD,0,Wednesday,11,FALSE
2024-01-17,12H 13M 0S,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5086,Wednesday,12,FALSE
2024-01-17,12H 17M 0S,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5329,Wednesday,12,FALSE
2024-01-17,12H 20M 0S,Wednesday,ISLINGTON STATION,MUSC,0,0,E,BD,5212,Wednesday,12,FALSE
2024-01-17,12H 55M 0S,Wednesday,SPADINA BD STATION,SUDP,4,8,W,YU,5232,Wednesday,12,FALSE
2024-01-17,13H 30M 0S,Wednesday,LAWRENCE STATION,PUMST,0,0,NA,YU,0,Wednesday,13,FALSE
2024-01-17,14H 51M 0S,Wednesday,DOWNSVIEW PARK STATION,SUO,0,0,N,YU,5641,Wednesday,14,FALSE
2024-01-17,14H 54M 0S,Wednesday,SPADINA BD STATION,MUIR,0,0,W,BD,5034,Wednesday,14,FALSE
2024-01-17,15H 17M 0S,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5039,Wednesday,15,FALSE
2024-01-17,15H 20M 0S,Wednesday,KING STATION,SUO,0,0,NA,YU,0,Wednesday,15,FALSE
2024-01-17,15H 21M 0S,Wednesday,KIPLING STATION,SUO,4,8,NA,BD,5034,Wednesday,15,FALSE
2024-01-17,15H 25M 0S,Wednesday,ISLINGTON STATION,EUVA,4,8,E,BD,5199,Wednesday,15,FALSE
2024-01-17,15H 29M 0S,Wednesday,FINCH STATION,PUMEL,0,0,NA,YU,0,Wednesday,15,FALSE
2024-01-17,15H 56M 0S,Wednesday,KING STATION,PUMEL,0,0,NA,YU,0,Wednesday,15,FALSE
2024-01-17,16H 2M 0S,Wednesday,DUNDAS STATION,SUDP,0,0,N,YU,0,Wednesday,16,FALSE
2024-01-17,16H 4M 0S,Wednesday,SHERBOURNE STATION,PUMST,0,0,NA,BD,0,Wednesday,16,FALSE
2024-01-17,16H 39M 0S,Wednesday,BROADVIEW STATION,PUMEL,0,0,E,BD,0,Wednesday,16,FALSE
2024-01-17,16H 42M 0S,Wednesday,EGLINTON WEST STATION,MUPAA,0,0,S,YU,5431,Wednesday,16,FALSE
2024-01-17,16H 47M 0S,Wednesday,DUFFERIN STATION,SUDP,0,0,E,BD,5337,Wednesday,16,FALSE
2024-01-17,16H 52M 0S,Wednesday,LAWRENCE STATION,SUDP,7,10,N,YU,5871,Wednesday,16,FALSE
2024-01-17,16H 56M 0S,Wednesday,WOODBINE STATION,MUSC,0,0,E,BD,5085,Wednesday,16,FALSE
2024-01-17,17H 5M 0S,Wednesday,BATHURST STATION,SUDP,4,7,E,BD,5208,Wednesday,17,FALSE
2024-01-17,17H 9M 0S,Wednesday,BATHURST STATION,SUDP,0,0,W,BD,5221,Wednesday,17,FALSE
2024-01-17,17H 33M 0S,Wednesday,KING STATION,MUPAA,6,9,N,YU,5931,Wednesday,17,FALSE
2024-01-17,18H 1M 0S,Wednesday,DAVISVILLE STATION,SUDP,3,6,N,YU,5696,Wednesday,18,FALSE
2024-01-17,18H 38M 0S,Wednesday,BLOOR STATION,MUIS,0,0,S,YU,6061,Wednesday,18,FALSE
2024-01-17,18H 51M 0S,Wednesday,EGLINTON WEST STATION,MUSAN,3,6,N,YU,5831,Wednesday,18,FALSE
2024-01-17,18H 57M 0S,Wednesday,DAVISVILLE STATION,MUATC,3,6,N,YU,5801,Wednesday,18,FALSE
2024-01-17,19H 25M 0S,Wednesday,GREENWOOD STATION,SUAP,13,18,E,BD,5146,Wednesday,19,FALSE
